child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes,all_dois,vivc_derived_from,vivc_primary_doi,vivc_unloaded_dois
PAULISTINHA,NIAGARA BRANCA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1371/journal.pone.0240665,,confirmed,NIAGARA BRANCA X SULTANINA,10.1371/journal.pone.0240665,none,10.1371/journal.pone.0240665,10.1371/journal.pone.0240665
PAULISTINHA,SULTANINA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1371/journal.pone.0240665,,confirmed,NIAGARA BRANCA X SULTANINA,10.1371/journal.pone.0240665,none,10.1371/journal.pone.0240665,10.1371/journal.pone.0240665
PAULSEN 764,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 764,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 775,BERLANDIERI RESSIGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSIGUIER 2 X RUPESTRIS DU LOT,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
PAULSEN 775,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSIGUIER 2 X RUPESTRIS DU LOT,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
PAULSEN 779,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 779,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 782,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 782,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 1045,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
PAULSEN 1045,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
PAULSEN 1103,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
PAULSEN 1103,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
PAULSEN 1119,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X 1202 COUDERC,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 1119,1202 COUDERC,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X 1202 COUDERC,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 1331,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS MARTIN,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 1331,RUPESTRIS MARTIN,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS MARTIN,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 1447,BERLANDIERI RESSEGUIER 2,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PAULSEN 1447,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,BERLANDIERI RESSEGUIER 2 X RUPESTRIS DU LOT,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PECSI SZAGOS,COARNA ALBA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,COARNA ALBA X MUSCAT A PETITS GRAINS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PECSI SZAGOS,MUSCAT A PETITS GRAINS,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,COARNA ALBA X MUSCAT A PETITS GRAINS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PEJAC GROS,BOUCHALES,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BOUCHALES X VALDIGUIE PISSAIRE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PEJAC GROS,VALDIGUIE PISSAIRE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BOUCHALES X VALDIGUIE PISSAIRE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERDEA,RAFFIAT DE MONCADE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,RAFFIAT DE MONCADE X CHARDONNAY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERDEA,CHARDONNAY,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,RAFFIAT DE MONCADE X CHARDONNAY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERGRANDIS,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT D'ALEXANDRIE X CHASSELAS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERGRANDIS,CHASSELAS,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT D'ALEXANDRIE X CHASSELAS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLAUT,CINSAUT,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CINSAUT X PERLE VON CSABA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLAUT,PERLE VON CSABA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CINSAUT X PERLE VON CSABA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLE,SAVAGNIN = TRAMINER,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SAVAGNIN = TRAMINER X  MUELLER THURGAU,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLE,MUELLER THURGAU,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SAVAGNIN = TRAMINER X  MUELLER THURGAU,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLE NOIRE,MUSCAT HAMBURG,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT HAMBURG X SEYVE VILLARD 12- 358,,none,,
PERLE NOIRE,SEYVE VILLARD 12- 358,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT HAMBURG X SEYVE VILLARD 12- 358,,none,,
CSABA GYOENGYE,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013; Margaryan 2021),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X MUSCAT FLEUR D'ORANGER,10.1007/s00122-012-1988-2; 10.3103/S0095452718050031; 10.3390/biology10121279,Lacombe 2013; Margaryan 2021,10.1007/s00122-012-1988-2,10.3103/S0095452718050031
CSABA GYOENGYE,MUSCAT FLEUR D'ORANGER,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013; Margaryan 2021),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X MUSCAT FLEUR D'ORANGER,10.1007/s00122-012-1988-2; 10.3103/S0095452718050031; 10.3390/biology10121279,Lacombe 2013; Margaryan 2021,10.1007/s00122-012-1988-2,10.3103/S0095452718050031
PERLETTE,KOENIGIN DER WEINGAERTEN,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOENIGIN DER WEINGAERTEN X SULTANINA,10.1007/s00122-010-1411-9; 10.1007/s00122-012-1988-2,Cipriani 2010; Lacombe 2013,10.1007/s00122-010-1411-9,
PERLETTE,SULTANINA,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOENIGIN DER WEINGAERTEN X SULTANINA,10.1007/s00122-010-1411-9; 10.1007/s00122-012-1988-2,Cipriani 2010; Lacombe 2013,10.1007/s00122-010-1411-9,
PERLON,EMPEROR,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,EMPEROR X PERLETTE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLON,PERLETTE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,EMPEROR X PERLETTE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLONA,BICANE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BICANE X MUSCAT HAMBURG,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERLONA,MUSCAT HAMBURG,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BICANE X MUSCAT HAMBURG,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERVENETS PRASKOVEISKII,GUIRAH,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GUIRAH X KHALILI BELYI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PERVENETS PRASKOVEISKII,KHALILI BELYI,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GUIRAH X KHALILI BELYI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PEURION,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
PEURION,PINOT,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
PHOENIX,BACCHUS WEISS,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,BACCHUS WEISS X VILLARD BLANC,,none,,
PHOENIX,VILLARD BLANC,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,BACCHUS WEISS X VILLARD BLANC,,none,,
PICADOUL NOIR,S.V. 12375,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,S.V. 12375 X CINSAUT,,none,,
PICADOUL NOIR,CINSAUT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,S.V. 12375 X CINSAUT,,none,,
PICCOLA NERA,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X VULPEA,10.1007/s00122-012-1988-2; 10.1038/s41598-020-64061-w,Lacombe 2013,10.1007/s00122-012-1988-2,10.1038/s41598-020-64061-w
PICCOLA NERA,VULPEA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X VULPEA,10.1007/s00122-012-1988-2; 10.1038/s41598-020-64061-w,Lacombe 2013,10.1007/s00122-012-1988-2,10.1038/s41598-020-64061-w
PIERRELLE,MUSCAT HAMBURG,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT HAMBURG X VILLARD BLANC,,none,,
PIERRELLE,VILLARD BLANC,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT HAMBURG X VILLARD BLANC,,none,,
PINARD,MILLARDET ET GRASSET 101 O.P.,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MILLARDET ET GRASSET  101 O.P. X GOLDRIESLING,,none,,
PINARD,GOLDRIESLING,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MILLARDET ET GRASSET  101 O.P. X GOLDRIESLING,,none,,
PINCE'S BLACK,BLACK MOROCCO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X MUSCAT D'ALEXANDRIE,10.1007/s00122-012-1988-2; 10.1007/s11295-014-0746-9,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s11295-014-0746-9
PINCE'S BLACK,MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X MUSCAT D'ALEXANDRIE,10.1007/s00122-012-1988-2; 10.1007/s11295-014-0746-9,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s11295-014-0746-9
PINOTAGE,CINSAUT,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,CINSAUT X PINOT,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
PINOTAGE,PINOT,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,CINSAUT X PINOT,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
PIQUEPOUL BOUSCHET,PIQUEPOUL,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PIQUEPOUL X BOUSCHET PETIT,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIQUEPOUL BOUSCHET,BOUSCHET PETIT,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PIQUEPOUL X BOUSCHET PETIT,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ARANEL,GRENACHE NOIR,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GRENACHE X ST.PIERRE DORE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ARANEL,ST.PIERRE DORE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GRENACHE X ST.PIERRE DORE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
GRAVESAC,COUDERC 161-49,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,COUDERC 161-49 X COUDERC 3309,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
GRAVESAC,COUDERC 3309,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,COUDERC 161-49 X COUDERC 3309,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
PIROVANO 15,BELLINO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,BELLINO X MALINGRE PRECOCE,,none,,
PIROVANO 15,MALINGRE PRECOCE,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,BELLINO X MALINGRE PRECOCE,,none,,
PIROVANO 16,BELLINO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,BELLINO X MALINGRE PRECOCE,,none,,
PIROVANO 16,MALINGRE PRECOCE,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,BELLINO X MALINGRE PRECOCE,,none,,
FRUTTUOSA,TETA DE VACA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,TETA DE VACA X CITRONELLE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
FRUTTUOSA,CITRONELLE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,TETA DE VACA X CITRONELLE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIROVANO 93,ANGELO PIROVANO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ANGELO PIROVANO X VERDEA,,none,,
PIROVANO 93,VERDEA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ANGELO PIROVANO X VERDEA,,none,,
PIROVANO 159,DELIZIA DI VAPRIO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DELIZIA DI VAPRIO X ANGELO PIROVANO,,none,,
PIROVANO 159,ANGELO PIROVANO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DELIZIA DI VAPRIO X ANGELO PIROVANO,,none,,
PIROVANO 188,DELIZIA DI VAPRIO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DELIZIA DI VAPRIO X ANGELO PIROVANO,,none,,
PIROVANO 188,ANGELO PIROVANO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DELIZIA DI VAPRIO X ANGELO PIROVANO,,none,,
PIROVANO 190,DELIZIA DI VAPRIO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DELIZIA DI VAPRIO X ANGELO PIROVANO,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIROVANO 190,ANGELO PIROVANO,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DELIZIA DI VAPRIO X ANGELO PIROVANO,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIROVANO 235,FRANKENTHAL,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,FRANKENTHAL X DELIZIA DI VAPRIO,,none,,
PIROVANO 235,DELIZIA DI VAPRIO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,FRANKENTHAL X DELIZIA DI VAPRIO,,none,,
DELIZIA GIALLA,MUSCAT DE HAMBOURG,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT DE HAMBOURG X CICLOPICA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
DELIZIA GIALLA,CICLOPICA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT DE HAMBOURG X CICLOPICA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIROVANO 315,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MADELEINE ANGEVINE X DELIZIA DI VAPRIO,,none,,
PIROVANO 315,DELIZIA DI VAPRIO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MADELEINE ANGEVINE X DELIZIA DI VAPRIO,,none,,
PIROVANO 531,KHARISTVALA KOLKHURI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,KHARISTVALA KOLKHURI X BARBABLEU,,none,,
PIROVANO 531,BARBABLEU,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,KHARISTVALA KOLKHURI X BARBABLEU,,none,,
MOSCATO TIAMMOR,PIROVANO 190,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PIROVANO 190 X PRINCIPESSA DI PIEMONTE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MOSCATO TIAMMOR,PRINCIPESSA DI PIEMONTE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PIROVANO 190 X PRINCIPESSA DI PIEMONTE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIZZUTELLO NERO,CORNICHON BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CORNICHON BLANC X PRUNE DE CAZOULS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PIZZUTELLO NERO,PRUNE DE CAZOULS,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CORNICHON BLANC X PRUNE DE CAZOULS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PLANT DE FLASSANS,GROS VERT,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GROS VERT X MOURVEDRE = MONASTRELL,,none,,
PLANT DE FLASSANS,MOURVEDRE = MONASTRELL,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GROS VERT X MOURVEDRE = MONASTRELL,,none,,
PLANTA NOVA,HEPTAKILO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,HEPTAKILO X ROYAL,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
PLANTA NOVA,ROYAL,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,HEPTAKILO X ROYAL,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
PLAVAIE,BEALA DEBELA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BEALA DEBELA X ZEMOASA = TIMPURIE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PLAVAIE,ZEMOASA = TIMPURIE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BEALA DEBELA X ZEMOASA = TIMPURIE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
PLAVINA CRNA,PRIMITIVO,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,PRIMITIVO X VERDECA,10.1007/s00122-010-1411-9; 10.1007/s00122-012-1988-2; 10.1038/s41598-020-71918-7; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934; 10.3390/genes11070737,Cipriani 2010; Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-010-1411-9,10.1038/s41598-020-71918-7; 10.3390/genes11070737
