child_variety,vivc_no,source_code,author,year,title,doi,n_loci
CHAOUCH ROZOVYI,2507,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHAPTAL,2450,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHARDONEL,16072,40144,"BAUTISTA, J.; DANGL, G. S.; YANG, J.; REISCH, B.; STOVER, E.",2008,Use of genetic markers to assess pedigrees of grape cultivars and breeding program selections,,15
CHARDONNAY BLANC,2455,577,ANONYMOUS,2007,Catalogue des variétés et clones de vigne cultivés en France 2ème édition,,
CHARDONNAY BLANC,2455,40121,"BOURSIQUOT, J.-M.; LACOMBE, T.; BOWERS, J.; MEREDITH, C.",2004,"Le Gouais, un cépage clé du patrimoine viticole Européen",,14
CHARDONNAY BLANC,2455,40016,"BOWERS, J.E.; BOURSIQUOT, J.-M.; THIS, P.; CHU, K.; JOHANSSON, H.; MEREDITH, C.",1999,"Historical genetics: The parentage of Chardonnay, Gamay and other wine grapes of northeastern France",10.1126/science.285.5433.1562,32
CHARDONNAY BLANC,2455,40672,"CRESPAN, M.; STORCHI, P.; MIGLIARO, D.",2017,Grapevine Cultivar Mantonico bianco is the Second Parent of the Sicilian Catarratto,10.5344/ajev.2016.16068,47
CHARDONNAY BLANC,2455,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
CHARDONNAY BLANC,2455,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
CHARDONNAY BLANC,2455,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHARDONNAY BLANC,2455,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
CHARDONNAY BLANC,2455,40882,"RAIMONDI, S.; TUMINO, G.; RUFFA, P.; BOCCACCI, P.; GAMBINO, G.; SCHNEIDER, A.",2020,"DNA-based genealogy reconstruction of Nebbiolo, Barbera and other ancient grapevine cultivars from northwestern Italy",10.1038/s41598-020-72799-6,32
CHARDONNAY BLANC,2455,40697,"REGNER, F.; HACK, R.",2009,Reconstructing the heritages of Grüner Veltliner and Sauvignon blanc from crossings with Traminer by SSR analyses,,27
CHARDONNAY BLANC,2455,40055,"SEFC, K.M.; LEFORT, F.; GRANDO, M.S.; SCOTT, K.D.; STEINKELLER, H.; THOMAS, M.R.",2001,Microsatellite markers for grapevine: A state of the art,,
CHARDONNAY BLANC,2455,40671,"TOTH-LENCSES, A. K.; KOZMA, P.; KISS, E.",2010,"Parentage Analysis in Hungarian Grape Cultivars of Seibel, Seyve-Villard Origin",,9
CHARENTSI,2459,40926,"MARGARYAN, K.; MELYAN, G.; RÖCKEL, R.; TÖPFER, R.; MAUL, E.",2021,Genetic diversity of Armenian Grapevine (Vitis vinifera L.) Germplasm: Molecular Characterization and Parentage Analysis,10.3390/biology10121279,24
CHARMONT,15832,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHARMONT,15832,40882,"RAIMONDI, S.; TUMINO, G.; RUFFA, P.; BOCCACCI, P.; GAMBINO, G.; SCHNEIDER, A.",2020,"DNA-based genealogy reconstruction of Nebbiolo, Barbera and other ancient grapevine cultivars from northwestern Italy",10.1038/s41598-020-72799-6,32
CHASAN,2470,577,ANONYMOUS,2007,Catalogue des variétés et clones de vigne cultivés en France 2ème édition,,
CHASAN,2470,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHASSELAS DE BANEASA (NON IDENTIFIED),42127,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
CHASSELAS DES BOUCHES DU RHONE,2482,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHASSELAS IMPERIAL,2485,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHASSELAS QUEEN VICTORIA,24191,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHATAWI BAROUK,27854,40966,"JOE MERHEB, LAMIS CHALAK, CATHERINE ROUX, VALÉRIE LAUCOU, NAIM OUAINI, MARC BEYROUTHY, JOE-ASSAD TOUMA, THIERRY LACOMBE & PATRICE THIS",2024,Exploring the genetic diversity of Lebanon’s underexploited grapevine resources,10.1007/s10722-024-02203-z,
CHATYRBAK,2505,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHENANSON,2521,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CHILAR,2558,40926,"MARGARYAN, K.; MELYAN, G.; RÖCKEL, R.; TÖPFER, R.; MAUL, E.",2021,Genetic diversity of Armenian Grapevine (Vitis vinifera L.) Germplasm: Molecular Characterization and Parentage Analysis,10.3390/biology10121279,24
CHRAGI SPITAK,27096,40944,"MAUL, E.; ET AL.",2023,Unravelling kinships and grape (,,24
CHURRIAGO,2637,40320,"MENA, A.; MARTINEZ, J.; FERNANDEZ-GONZALEZ, M.",2014,"Recovery, identification and relationships by microsatellite analysis of ancient grapevine cultivars from Castilla-La Mancha: the largest wine groving region in the world",10.1007/s10722-013-0064-3,31
CIANORIE,2644,40856,"CRESPAN, M.; MIGLIARO, D.; LARGER, S.; PINDO, M.; PETRUSSI, C.; STOCCO, M.; RUSJAN, D.; SIVILOTTI, P.; VELASCO, R.; MAUL, E.",2020,"Unraveling the genetic origin of ‘Glera’, ‘Ribolla Gialla’ and other autochthonous grapevine varieties from Friuli Venezia Giulia (northeastern Italy)",10.1038/s41598-020-64061-w,12
CIAVARELLA FRANCESE,40487,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
CIDADELHE,12476,40860,"CUNHA, J.; IBANEZ, J.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.;  MARTINEZ-ZAPATER, J. M.; EIRAS-DIAS, J. E.",2020,Genetic Relationships Among Portuguese Cultivated and Wild Vitis vinifera L. germplasm,10.3389/fpls.2020.00127,
CILIEGIOLO,2660,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
CILIEGIOLO,2660,40907,"CRESPAN, M.; MIGLIARO, D.; LARGER, S.; PINDO, M.; PALMISANO, M.; MANNI, A.; MANNI, E.; POLIDORI, E.; SBAFFI, F.; SILVESTRI, Q.; SILVESTRONI, O.; VELASCO, R.; VIRGILI, S.; CARMILLI, G.",2021,Grapevine (Vitis vinifera L.) varietal assortment and evolution in the Marche region (central Italy),10.20870/oeno-one.2021.55.3.4628,12
CILIEGIOLO,2660,40156,"DI VECCHI STARAZ, M.; BANDIENLLI, R.; BOSELLI, M.; THIS, P.; BOURSIQUOT, J.-M.; LAUCOU, V.; LACOMBE, T.; VARES, D.",2007,Genetic structuring and parentage analysis for evolutionary studies in grapevine: Kinggroup and origin of the cultivar Sangiovese revealed,10.21273/JASHS.132.4.514,38
CILIEGIOLO,2660,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
CILIEGIOLO,2660,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CINA,17135,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
CINSAUT BOUSCHET,5172,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CIRCE,2679,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CIRUELA ROJA,2686,40152,"VARGAS, A.M.; TERESA DE ANDRES, M.; BORREGO, J.; IBANEZ, J.",2009,Pedigrees of fifty table-grape cultivars,,25
CITRONELLE X ARAMON,17458,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CLAIRETTE MAZEL,2698,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CLAIRETTE MAZEL,2698,40879,"MARAS, V.; TELLO, J.; GAZIVODA, A.; MUGOSA, M.; PERISIC, M.; RAICEVIC, J.;",2020,"STAJNER, N.; OCETE, R.; BOZOVIC, V.; POPOVIC, T.; GARCÍA-ESCUDERO, E.;  GRBIC, M.; MARTÍNEZ-ZAPATER, J. M.; IBÁÑEZ, J.",10.1038/s41598-020-71918-7,
CLARIN,2702,577,ANONYMOUS,2007,Catalogue des variétés et clones de vigne cultivés en France 2ème édition,,
CLARIN,2702,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CLAVERIE COULARD,14831,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CLERC,14832,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CLOTILDE PROSPERI,2718,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CNC 30-4,16634,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
COARNA ROSIE,2728,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CODANA,2740,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CODEGA DO LARINHO,2743,40860,"CUNHA, J.; IBANEZ, J.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.;  MARTINEZ-ZAPATER, J. M.; EIRAS-DIAS, J. E.",2020,Genetic Relationships Among Portuguese Cultivated and Wild Vitis vinifera L. germplasm,10.3389/fpls.2020.00127,
CODEGA DO LARINHO,2743,863,"ZINELABIDINE, L. H.; CUNHA, J.; EIRAS-DIAS, J. E.; CABELLO, F.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2015,Pedigree analysis of the Spanish grapevine cultivar 'Heben',10.5073/vitis.2015.54.special-issue.81-86,
COLATAMURRO,25679,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
COLATAMURRO,25679,40706,"LORENZIS, G. DE; MERCATI, F.; BERGAMINI, C.; CARDONE, M. F.; LUPINI, A.;",2019,"MAUCERI, A.; CAPUTO, A. R.; ABBATE, L.; BARBAGALLO, M. G.; ANTONACCI, D.;",10.1186/s12870-018-1576-y,
COLGAR ROJA,2761,40152,"VARGAS, A.M.; TERESA DE ANDRES, M.; BORREGO, J.; IBANEZ, J.",2009,Pedigrees of fifty table-grape cultivars,,25
COLMAN BLANC,2766,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
COLORAILLO,2780,40259,"IBANEZ, J.; MUNOZ-ORGANERO, G.; ZINELABIDINE, L. H.; ANDRES DE, M. T.; CABELLO, F.; MARTINEZ-ZAPATER, J. M.",2012,Genetic origin of the grapevine cultivar Tempranillo,10.5344/ajev.2012.12012,26
COLORAILLO,2780,40320,"MENA, A.; MARTINEZ, J.; FERNANDEZ-GONZALEZ, M.",2014,"Recovery, identification and relationships by microsatellite analysis of ancient grapevine cultivars from Castilla-La Mancha: the largest wine groving region in the world",10.1007/s10722-013-0064-3,31
CONCA D'ORO,26223,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
CONCA D'ORO,26223,40706,"LORENZIS, G. DE; MERCATI, F.; BERGAMINI, C.; CARDONE, M. F.; LUPINI, A.;",2019,"MAUCERI, A.; CAPUTO, A. R.; ABBATE, L.; BARBAGALLO, M. G.; ANTONACCI, D.;",10.1186/s12870-018-1576-y,
CONCIEIRA,14144,40860,"CUNHA, J.; IBANEZ, J.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.;  MARTINEZ-ZAPATER, J. M.; EIRAS-DIAS, J. E.",2020,Genetic Relationships Among Portuguese Cultivated and Wild Vitis vinifera L. germplasm,10.3389/fpls.2020.00127,
CONCIEIRA,14144,40489,"CUNHA, J.; ZINELABIDINE, L. H.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.; EIRAS-DIAS, J. E.",2015,Grapevine cultivar 'Alfrocheiro' or 'Brunal' plays a primary role in the relationship among Iberian grapevines,10.5073/vitis.2015.54.special-issue.59-65,21
CONCORD,2801,40517,"HUBER, F.; RÖCKEL, F.; SCHWANDER, F.; MAUL, E.; EIBACH, R.; COUSINS, P.; TÖPFER, R.",2016,A view into American grapevine history:,10.5073/vitis.2016.55.53-56,38
CONEGLIANO 120,14393,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CORAL,25071,40320,"MENA, A.; MARTINEZ, J.; FERNANDEZ-GONZALEZ, M.",2014,"Recovery, identification and relationships by microsatellite analysis of ancient grapevine cultivars from Castilla-La Mancha: the largest wine groving region in the world",10.1007/s10722-013-0064-3,31
CORASON DE KABRITTE,40369,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,17
CORNEILLE,2840,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CORNICHON BLANC (NON IDENTIFIED),42085,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
CORNICHON BLANC (NON IDENTIFIED),42085,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
CORNICHON BLANC (NON IDENTIFIED),42085,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
CORNIFESTO,2846,40860,"CUNHA, J.; IBANEZ, J.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.;  MARTINEZ-ZAPATER, J. M.; EIRAS-DIAS, J. E.",2020,Genetic Relationships Among Portuguese Cultivated and Wild Vitis vinifera L. germplasm,10.3389/fpls.2020.00127,
CORNIFESTO,2846,40489,"CUNHA, J.; ZINELABIDINE, L. H.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.; EIRAS-DIAS, J. E.",2015,Grapevine cultivar 'Alfrocheiro' or 'Brunal' plays a primary role in the relationship among Iberian grapevines,10.5073/vitis.2015.54.special-issue.59-65,21
CORNIFESTO,2846,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
CORNIFESTO,2846,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
CORNIFESTO,2846,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
CORNIFESTO,2846,40255,"ZINELABIDINE, L. H.; HADDIOUI, A.; RODRIGUEZ, V.; CABELLO, F.; EIRAS-DIAS, J. E.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2012,Identification by SNP analysis of a major role for Cayetana Blanca in the genetic network of Iberian Peninsula grapevine varieties,10.5344/ajev.2011.11052,
COROT NOIR,22527,40144,"BAUTISTA, J.; DANGL, G. S.; YANG, J.; REISCH, B.; STOVER, E.",2008,Use of genetic markers to assess pedigrees of grape cultivars and breeding program selections,,15
COSMO   2,2866,40902,"RIAZ, S.; PAP, D.; URETSKY, J.; LAUCOU, V.; BOURSIQUOT, J. M.; KOCSIS, L.; WALKER, M. A.",2019,Genetic diversity and parentage analysis of grape rootstocks,10.1007/s00122-019-03320-5,21
COSMO   4,2867,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COSMO   7,2868,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COSMO   9,2869,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COSMO  10,2870,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COSMO  10,2870,40902,"RIAZ, S.; PAP, D.; URETSKY, J.; LAUCOU, V.; BOURSIQUOT, J. M.; KOCSIS, L.; WALKER, M. A.",2019,Genetic diversity and parentage analysis of grape rootstocks,10.1007/s00122-019-03320-5,21
COSTENA,27471,40942,"TORRES, R.; ALIQUÓ, G.; TORO, A.; FERNANDEZ, F.; TORNELLO, S.; PALAZZO, E.; SARI, S.; FANZONE, M.; DE BIAZI, F.; OVIEDO, H.J.; SEGURA, R.; LAUCOU, V.; LACOMBE, T.; PRIETO, J.A.",2022,Identification and recovery of local,10.1111/ajgw.12561,20
COT,2889,40145,"BOURSIQUOT, J. M.; LACOMBE, T.; LAUCOU, V.; JULLIARD, S.; PERRIN, F. X.; LANIER, N.; LEGRAND, D.; MEREDITH, C.; THIS, P.",2009,Parentage of Merlot and related winegrape cultivars of southwestern France: Discovery of the missing link,10.1111/j.1755-0238.2008.00041.x,35
COT,2889,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
COT DE CHERAGAS,5169,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
COT DE CHERAGAS,5169,863,"ZINELABIDINE, L. H.; CUNHA, J.; EIRAS-DIAS, J. E.; CABELLO, F.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2015,Pedigree analysis of the Spanish grapevine cultivar 'Heben',10.5073/vitis.2015.54.special-issue.81-86,
COUDERC    93-  5,2975,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COUDERC    93-  5,2975,40902,"RIAZ, S.; PAP, D.; URETSKY, J.; LAUCOU, V.; BOURSIQUOT, J. M.; KOCSIS, L.; WALKER, M. A.",2019,Genetic diversity and parentage analysis of grape rootstocks,10.1007/s00122-019-03320-5,21
COUDERC    93-  5,2975,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
COUDERC  1202,3123,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COUDERC  1613,3131,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
COUDERC  1613,3131,40902,"RIAZ, S.; PAP, D.; URETSKY, J.; LAUCOU, V.; BOURSIQUOT, J. M.; KOCSIS, L.; WALKER, M. A.",2019,Genetic diversity and parentage analysis of grape rootstocks,10.1007/s00122-019-03320-5,35
COUDERC  3306,3157,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
